post,responseid,duplicated,age,genderselectedchoice,raceblackafricanamerican,raceasianasianamerican,racehispaniclatinx,racenativeamericanindigenous,racenativehawaiianpacificislande,racemultiracial,racewhite,raceother,grade,primarylanguagespokenathome,program,fellow,school,whatschooldoyounormallyattendoth,q1like,q1fun,q1bored,q1todo,q2interested,q2talkupset,q2help,q2listen,q3close,q3support,q3friends,workdone,tryharderinschool,dobetterinschool,enjoyschoolmore,moreconfident_college,explorecollegeoptions,explorecareer,buildrelationships,identifycaringadult,caringadultlisten,q4learn,q4grades,q4useful,q4well,q4important,q5listen,q5important,q5raceknow,q5racelike,q6part,q6care,q6happy,q6fun,q6enjoy,q7doolder,q7college,q7interests,q7goals,q8courses,q8activities,q8financial,q8chances,q9successful,q9graduate,q9college,male,EmotionalEngagement,CognitiveEngagement,q1boredreverse,TEPPSProgEng,TEPPSProgAdult,TEPPSProgramSafety,PYDNhood,PYDDiversity,AdultPlanning,AdultAcademic,AnticipateHappen,dup,MPF: Youth Tracker,Time Served for this Reporting Period (minutes),Student Status (Active),Student Status (No student contact this reporting period),Student Status (Student no longer with the program)
1,R_oZVGjdbFGOVgIRr,TRUE,6,2,1,0,0,0,0,0,0,,10,20,705,0,402,,4,4,2,4,4,4,4,4,3,3,2,8,7,7,7,8,8,8,7,7,7,4,4,3,4,3,4,3,4,5,4,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,0,3,4,3,4,4,8,4,5,3,3,3,0,Health Resources in Action,376320,477,104,24
1,R_1IhKi1TQrQXZm1t,TRUE,8,2,1,0,0,0,0,0,0,,13,29,705,1,423,,4,4,1,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,3,4,4,4,4,2,3,5,5,4,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,0,3,4,4,4,4,12,3,5,3,3,3,0,Health Resources in Action,376320,477,104,24
0,R_2Scenwev87HTme0,FALSE,7,2,1,0,0,0,0,0,0,,11,Somali,705,1,455,,3,3,1,4,3,3,3,4,3,3,4,,,,,,,,,,,3,4,3,4,4,1,1,3,5,2,2,2,2,2,2,3,2,2,2,2,1,2,2,3,3,0,2,4,4,4,3,10,1,4,2,2,3,0,Health Resources in Action,376320,477,104,24
1,R_3iVEqAUC8eYnLGw,FALSE,7,2,1,0,0,0,0,0,0,,11,29,705,1,455,,3,3,2,3,4,4,4,4,3,3,4,8,7,7,4,7,8,7,7,7,7,3,3,3,3,3,1,2,4,4,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,0,2,3,3,3,4,10,2,4,2,2,2,0,Health Resources in Action,376320,477,104,24
0,R_1n0dUAGE5Xuphz1,TRUE,7,2,1,0,0,0,0,0,0,,12,English ,705,1,413,,4,4,1,3,4,4,4,4,2,3,1,,,,,,,,,,,4,4,4,3,4,2,5,1,2,4,4,4,4,4,3,3,2,2,1,1,1,1,3,3,3,0,4,4,4,4,4,6,4,2,3,1,3,0,Health Resources in Action,376320,477,104,24
1,R_2Sc5ogJJRANusas,TRUE,7,2,1,0,0,0,0,0,0,,12,20,705,1,413,,4,4,1,2,4,4,4,4,3,3,2,7,7,7,7,7,7,7,4,7,7,3,3,3,3,3,2,2,2,5,5,5,5,4,4,3,3,2,2,3,3,2,2,3,3,3,0,5,3,4,4,4,8,2,4,3,3,3,0,Health Resources in Action,376320,477,104,24
0,R_1pxLkyfWf1es3ZQ,FALSE,8,2,0,0,0,0,0,0,0,,13,Spanish,705,1,408,,4,4,2,4,4,4,4,4,4,4,4,,,,,,,,,,,3,4,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,0,4,3,3,4,4,12,3,4,3,3,3,0,Health Resources in Action,376320,477,104,24
0,R_1i3hmEch1yDP1RO,FALSE,8,2,0,1,0,0,0,0,0,,13,Chinese ,705,1,403,,3,3,2,3,4,4,4,4,4,4,4,,,,,,,,,,,3,3,3,3,4,1,2,3,4,4,4,2,2,4,2,3,2,2,1,1,1,1,2,3,3,0,3,3,3,3,4,12,2,4,2,1,3,0,Health Resources in Action,376320,477,104,24
0,R_3fTth5uR36GKm1e,TRUE,6,2,0,1,0,0,0,0,0,,11,Cantonese ,705,1,402,,3,3,2,2,3,3,3,3,3,3,3,,,,,,,,,,,4,4,3,3,4,3,4,2,3,4,4,4,2,4,2,1,2,2,2,2,1,2,2,3,3,0,4,4,3,3,3,9,4,3,2,2,3,0,Health Resources in Action,376320,477,104,24
1,R_3NvWtWXidDdTN5w,TRUE,7,2,0,1,0,0,0,0,0,,11,19,705,0,402,,4,3,2,3,4,4,4,4,2,3,3,8,7,7,7,7,8,8,8,7,7,4,4,4,4,4,3,2,3,2,4,5,4,4,4,2,1,1,3,2,3,1,2,2,3,3,0,4,4,3,3,4,8,3,3,2,2,3,0,Health Resources in Action,376320,477,104,24
0,R_2DOffRaLrgwLN95,FALSE,7,1,0,0,0,0,0,0,0,,12,English,705,1,476,Academy of the pacific rim,4,4,2,2,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,2,2,3,5,2,4,4,2,4,2,2,2,2,1,1,2,2,2,3,3,1,3,4,3,3,4,12,2,4,2,2,3,0,Health Resources in Action,376320,477,104,24
0,R_3fVT5SL9Lofd1MW,FALSE,8,2,1,0,0,0,0,0,0,,12,English,705,0,476,Community academy ,3,3,1,4,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,3,3,4,4,4,4,2,2,2,4,2,3,3,3,3,2,2,2,3,3,3,3,0,2,3,4,4,3,9,4,4,3,2,3,0,Health Resources in Action,376320,477,104,24
0,R_2zPefzKQ8I6eEMM,TRUE,6,2,0,0,0,0,0,1,0,,11,English ,705,1,455,,4,4,1,4,4,3,4,4,4,4,4,,,,,,,,,,,3,3,2,3,4,3,4,5,5,4,2,2,1,1,3,3,1,3,3,3,3,2,3,3,2,0,3,3,4,4,4,12,4,5,3,3,3,0,Health Resources in Action,376320,477,104,24
1,R_1Ibh8TO1iOj81lP,TRUE,6,2,0,0,0,0,0,1,0,,11,20,705,1,455,,4,4,1,3,3,4,4,4,4,4,4,8,7,7,7,8,7,7,7,7,8,3,4,2,3,4,3,4,5,5,4,4,2,2,2,3,3,2,2,2,2,3,3,2,3,2,0,3,3,4,4,4,12,4,5,3,3,2,0,Health Resources in Action,376320,477,104,24
0,R_2BsLT00ABcv0D3A,FALSE,8,2,1,0,0,0,0,0,0,,12,English ,705,1,455,,4,4,2,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,3,4,3,1,4,3,5,4,4,4,4,4,3,3,3,3,3,2,3,2,3,3,3,0,4,4,3,4,4,12,3,4,3,3,3,0,Health Resources in Action,376320,477,104,24
0,R_Xq558NBVrKqO4jD,TRUE,7,2,0,0,0,0,0,0,0,,12,Spanish ,705,1,399,,4,4,2,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,2,4,4,2,3,3,4,2,4,4,2,2,3,3,3,3,2,3,3,3,3,3,3,0,3,4,3,4,4,12,3,4,3,3,3,0,Health Resources in Action,376320,477,104,24
1,R_URU29SlDHlgtfep,TRUE,8,2,0,0,0,0,0,0,0,,12,30,705,1,399,,4,3,2,3,4,4,4,4,4,4,4,7,8,7,4,8,8,8,8,8,8,3,4,3,4,4,1,3,3,4,4,2,2,1,2,3,3,3,2,2,3,2,3,3,3,3,0,3,4,3,3,4,12,2,4,3,3,3,0,Health Resources in Action,376320,477,104,24
0,R_1rBtsBnQIKcONT7,FALSE,9,2,0,0,0,0,0,0,0,,13,Spanish ,705,1,476,Cristo Rey Boston ,4,4,2,4,3,4,4,4,4,4,4,,,,,,,,,,,3,4,3,3,4,3,4,2,4,2,2,2,2,1,3,3,2,3,2,2,2,2,1,3,3,0,2,3,3,4,4,12,4,3,3,2,2,0,Health Resources in Action,376320,477,104,24
1,R_3CZsXK2s1H3Aa1j,FALSE,7,1,0,1,0,0,0,0,0,,11,20,705,0,455,,4,3,2,3,3,3,3,3,3,3,4,7,7,7,4,7,8,7,7,8,7,3,3,2,3,3,3,3,4,4,4,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,1,5,3,3,3,3,10,3,4,3,3,3,0,Health Resources in Action,376320,477,104,24
0,R_yjUogXgBK0Ibbbz,FALSE,7,1,0,1,0,0,0,0,0,,11,English,705,1,455,,3,3,2,3,3,2,2,3,2,2,4,,,,,,,,,,,3,3,2,4,3,2,2,3,4,4,4,4,4,4,3,3,2,2,2,3,3,3,2,3,2,1,4,3,3,3,3,8,2,4,3,3,2,0,Health Resources in Action,376320,477,104,24
0,R_31me03z4NaJgFUy,TRUE,7,1,0,1,0,0,0,0,0,,11,English,705,1,455,,3,3,2,3,2,2,3,3,2,3,4,,,,,,,,,,,3,2,1,3,2,4,3,3,4,4,5,4,2,2,3,3,3,2,2,2,3,2,2,3,2,1,4,2,3,3,3,9,4,4,3,2,2,0,Health Resources in Action,376320,477,104,24
1,R_2qlVI22BErfAo2g,TRUE,7,1,0,1,0,0,0,0,0,,11,20,705,1,455,,3,3,2,3,4,3,3,4,3,4,4,7,7,7,8,7,7,7,4,7,7,2,3,2,3,3,2,2,2,4,4,5,5,2,4,3,3,3,3,2,1,1,3,3,3,2,1,5,3,3,3,4,11,2,3,3,2,3,0,Health Resources in Action,376320,477,104,24
0,R_3KYNn2Y6caAllaH,TRUE,8,2,1,0,0,0,0,0,0,,13,English,705,1,403,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,3,3,3,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,5,4,4,4,4,12,3,3,3,3,3,0,Health Resources in Action,376320,477,104,24
1,R_diBb98tVTlaajG9,TRUE,8,2,1,0,0,0,0,0,0,,13,20,705,1,403,,4,4,1,4,4,4,4,4,4,4,4,8,7,7,7,7,7,7,7,7,7,4,4,3,4,4,3,3,3,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,0,4,4,4,4,4,12,3,4,3,3,3,0,Health Resources in Action,376320,477,104,24
0,R_3knXQ5dxCuyABn6,FALSE,8,2,0,0,0,0,0,0,0,,12,Spanish and English ,705,1,459,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,3,4,3,4,3,1,1,1,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,0,4,3,4,4,4,12,1,3,3,3,3,0,Health Resources in Action,376320,477,104,24
1,R_2dmUf8dn2sOyOVp,FALSE,7,2,1,0,0,0,0,0,0,,12,20,705,1,450,,4,4,2,4,4,4,4,4,3,4,4,7,7,7,4,7,8,8,7,7,7,3,3,2,3,2,2,1,4,4,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,4,4,11,2,4,3,3,3,0,Health Resources in Action,376320,477,104,24
0,R_9GMSyol3CffdeTL,FALSE,7,2,1,0,0,0,0,0,0,,11,Somali and  English ,705,1,455,,4,4,1,4,4,4,4,4,3,4,4,,,,,,,,,,,4,4,4,4,4,4,4,5,5,5,5,4,5,5,3,3,3,3,3,3,2,3,3,3,3,0,5,4,4,4,4,11,4,5,3,3,3,0,Health Resources in Action,376320,477,104,24
0,R_ALJSIW0SM0Wed45,TRUE,6,2,1,0,0,0,0,0,0,1,11,Haitian creole,705,1,450,,3,3,2,3,3,3,3,4,2,3,2,,,,,,,,,,,4,4,4,4,4,3,2,3,4,4,4,4,4,4,3,3,2,3,3,2,3,3,3,3,3,0,4,4,3,3,3,7,3,4,3,3,3,0,Health Resources in Action,376320,477,104,24
1,R_3QJCrwNsCup0vhY,TRUE,7,2,1,0,0,0,0,0,0,,11,23,705,1,450,,4,4,2,4,4,4,4,4,3,3,3,8,7,7,4,8,8,8,8,8,8,4,4,4,4,4,3,3,4,5,5,4,4,2,4,2,2,2,3,3,3,2,3,3,3,3,0,4,4,3,4,4,9,3,5,2,3,3,0,Health Resources in Action,376320,477,104,24
0,R_6fKLVK7O6iub3Dr,TRUE,8,1,0,1,0,0,0,0,0,,13,English,705,1,402,,4,3,2,3,4,4,4,4,3,3,3,,,,,,,,,,,2,3,2,2,3,2,1,3,4,2,2,2,2,2,1,3,1,3,3,3,3,3,1,3,3,1,2,2,3,3,4,9,2,4,2,3,2,0,Health Resources in Action,376320,477,104,24
1,R_6tlXISdaxHhclr3,TRUE,9,1,0,1,0,0,0,0,0,,13,20,705,1,402,,3,3,3,3,4,4,4,4,4,4,3,7,4,4,4,7,7,7,7,8,7,3,3,2,3,3,3,1,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,2,3,2,3,4,11,2,4,2,2,2,0,Health Resources in Action,376320,477,104,24
0,R_2DUqBsWCXAaBEeZ,TRUE,6,2,1,0,0,0,0,0,0,,11,Somali ,705,1,455,,4,4,1,4,4,4,4,4,3,3,3,,,,,,,,,,,3,3,3,3,3,1,1,4,4,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,0,5,3,4,4,4,9,1,4,2,2,2,0,Health Resources in Action,376320,477,104,24
1,R_2ErRBG7wfI8TOtD,TRUE,7,2,1,0,0,0,0,0,0,,11,29,705,0,455,,4,4,1,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,3,3,4,5,4,4,4,4,5,,3,3,3,3,3,3,3,3,3,3,0,4,4,4,4,4,12,3,5,,3,3,0,Health Resources in Action,376320,477,104,24
0,R_tMMaYQ45jspWVoJ,TRUE,6,1,0,0,0,0,0,0,0,1,11,Arabic,705,1,455,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,5,5,5,5,5,5,5,5,5,3,3,3,3,2,2,2,2,3,3,3,1,5,4,4,4,4,12,5,5,3,2,3,0,Health Resources in Action,376320,477,104,24
1,R_DkRd398rqy2eKWZ,TRUE,7,1,0,0,0,0,0,0,0,1,11,12,705,0,455,,4,4,1,4,4,4,4,4,3,3,3,7,7,7,8,7,7,7,7,7,7,3,3,3,4,4,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,2,3,3,3,3,1,4,3,4,4,4,9,5,5,3,3,3,0,Health Resources in Action,376320,477,104,24
1,R_28RLU8rVhXU1h1n,FALSE,6,2,0,1,0,0,0,0,0,,11,19,705,1,402,,3,3,2,4,4,3,4,4,3,4,3,7,4,4,4,8,7,7,7,7,7,4,3,3,3,4,3,3,3,4,4,4,5,4,4,3,3,2,2,2,2,2,3,2,3,3,0,4,3,3,3,4,10,3,4,3,2,3,0,Health Resources in Action,376320,477,104,24
0,R_8tOyHpwuBzuPtnP,TRUE,6,2,1,0,0,0,0,0,0,,11,English,705,0,476,Boston Prep,3,3,2,2,4,4,4,4,4,4,4,,,,,,,,,,,3,4,2,2,3,5,5,5,5,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,1,0,1,3,3,3,4,12,5,5,2,2,1,0,Health Resources in Action,376320,477,104,24
1,R_3EXuFCmECsLqZu8,TRUE,6,2,1,0,0,0,0,0,0,,11,20,705,1,476,Boston Prep,4,4,1,4,4,4,4,4,4,4,4,7,7,8,8,8,8,8,7,8,8,2,2,1,3,3,1,1,3,5,1,1,1,1,1,3,3,3,3,2,2,1,2,1,1,1,0,1,2,4,4,4,12,1,4,3,2,1,0,Health Resources in Action,376320,477,104,24
0,R_0Oi0YTyiqqY3QYx,FALSE,8,2,1,0,0,0,0,0,0,,13,Yes,705,1,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,Health Resources in Action,376320,477,104,24
0,R_XMok5U6Cg7XgB69,TRUE,8,2,1,0,0,0,0,0,0,,13,English ,705,1,420,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,4,3,5,4,5,5,4,2,5,3,3,3,3,3,3,2,3,3,3,3,0,5,4,4,4,4,12,4,5,3,3,3,0,Health Resources in Action,376320,477,104,24
1,R_3EyCKaDSvQnrjBS,TRUE,9,2,1,0,0,0,0,0,0,,13,20,705,1,420,,3,3,1,4,3,3,3,3,4,3,3,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,4,4,4,4,4,4,4,4,2,3,3,3,2,3,3,3,3,3,3,3,0,4,3,4,4,3,10,4,4,3,3,3,0,Health Resources in Action,376320,477,104,24
0,R_DSNMAd4d9o1pNDz,FALSE,5,2,1,0,0,0,0,0,0,,10,English,705,1,476,Boston Green Academy ,3,4,2,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,3,4,4,3,3,2,5,4,5,5,4,4,3,3,3,3,2,2,2,3,3,3,3,0,5,4,3,4,4,12,3,4,3,2,3,0,Health Resources in Action,376320,477,104,24
0,R_r7HNPDLTPCWr18B,FALSE,8,2,0,0,0,0,0,0,0,,12,Home,705,1,447,,4,4,1,4,3,4,4,4,4,4,4,,,,,,,,,,,4,4,3,4,4,2,5,5,5,5,2,2,4,4,3,3,3,3,1,2,2,2,2,3,2,0,3,4,4,4,4,12,4,5,3,2,2,0,Health Resources in Action,376320,477,104,24
0,R_xAcHkKgzbA10Dgl,FALSE,8,2,0,1,0,0,0,0,0,,13,Taishanese ,705,1,476,Josiah Quincy Upper School ,4,4,2,3,4,3,3,3,3,3,3,,,,,,,,,,,3,3,3,3,3,,,,,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,0,4,3,3,4,3,9,,,2,2,2,0,Health Resources in Action,376320,477,104,24
0,R_3dZYqxeVwSRn6gh,FALSE,8,2,0,1,0,0,0,0,0,,13,chinese,705,1,402,,4,3,2,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,1,3,4,5,4,4,4,4,5,3,3,3,3,3,3,3,3,2,3,3,0,4,4,3,4,4,12,2,5,3,3,3,0,Health Resources in Action,376320,477,104,24
0,R_1Q6CcAUoYTjD3NE,FALSE,7,2,1,0,0,0,0,0,0,,12,english,705,1,453,,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,3,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,0,4,3,2,3,3,9,4,4,2,2,2,0,Health Resources in Action,376320,477,104,24
0,R_1dpqfODPn2QOZnC,TRUE,5,2,0,1,0,0,0,0,0,,10,Chinese (Mandarin),687,1,,,4,4,,,4,4,4,4,3,3,4,,,,,,,,,,,3,4,3,4,3,3,2,2,3,4,4,4,2,2,3,3,3,2,1,1,1,2,2,3,3,0,4,3,,,4,10,3,3,3,1,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
1,R_RXrwmQD7Qo0GxvX,TRUE,6,2,0,1,0,0,0,0,0,,10,26,687,1,402,,4,4,2,3,4,4,4,4,3,4,4,4,7,4,7,7,4,4,7,8,8,3,4,3,4,3,3,4,4,4,4,5,4,4,2,3,3,2,1,2,1,1,1,2,3,3,0,4,3,3,4,4,11,4,4,2,1,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
0,R_3vAsagBskL05THz,TRUE,7,2,0,1,0,0,0,0,0,,12,Chinese ,687,1,476,Braintree High School ,3,4,2,3,4,3,3,3,3,4,4,,,,,,,,,,,3,3,3,3,3,3,3,3,4,4,4,2,2,2,3,3,3,3,2,2,1,2,2,3,3,0,3,3,3,3,3,11,3,4,3,2,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
1,R_3IfIe3xEyJjMrXH,TRUE,8,2,0,1,0,0,0,0,0,,12,19,687,1,476,Braintree High,4,3,2,3,4,3,3,3,3,4,4,4,7,7,4,7,4,4,7,7,7,3,4,3,3,4,3,3,3,5,4,4,4,4,2,2,3,2,3,3,2,2,2,2,3,3,0,4,3,3,3,3,11,3,4,3,2,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
0,R_3lFzq9Umvf9QfWr,FALSE,6,2,0,0,0,0,0,0,0,1,11,English,687,1,,,4,4,1,4,4,4,4,4,4,4,3,,,,,,,,,,,4,4,4,4,4,3,3,4,5,4,5,2,4,4,2,2,2,1,1,2,2,2,2,3,3,0,4,4,4,4,4,11,3,5,2,2,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
0,R_Wrlm4v7Y4FM42rf,TRUE,6,1,0,1,0,0,0,0,0,,11,Mandarin,687,1,402,,4,4,1,4,4,3,3,4,2,2,4,,,,,,,,,,,4,4,3,4,4,2,2,2,4,4,5,5,4,4,3,3,3,2,2,2,1,2,2,3,3,1,5,4,4,4,4,8,2,3,3,2,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
1,R_1mDIuU1nemjgT7s,TRUE,7,1,0,1,0,0,0,0,0,,11,26,687,1,402,,4,4,2,4,4,4,4,4,3,4,4,4,7,7,7,8,8,8,8,7,7,4,4,2,3,4,4,4,2,4,4,5,4,4,2,3,3,3,3,3,3,3,3,2,3,3,1,4,3,3,4,4,11,4,3,3,3,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
0,R_1CIyyPrJu7J85cn,TRUE,6,2,0,1,0,0,0,0,0,,11,Chinese,687,1,476,Braintree High School,4,3,2,3,4,4,4,4,3,3,3,,,,,,,,,,,3,4,2,4,3,3,4,4,4,2,4,2,2,2,2,1,2,2,2,2,2,2,2,3,3,0,3,3,3,3,4,9,4,4,2,2,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
1,R_3DdNM8EntdrxNih,TRUE,6,2,0,1,0,0,0,0,0,,11,31,687,1,476,Braintree High,3,3,2,3,4,4,4,4,3,3,3,4,7,4,4,7,4,7,7,7,7,3,3,3,3,4,3,3,4,5,4,4,4,4,4,2,2,2,2,2,3,2,2,2,3,3,0,4,3,3,3,4,9,3,5,2,2,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
0,R_3ESV9YHr3Co8YXb,TRUE,6,2,0,1,0,0,0,0,0,,11,Cantonese,687,0,476,Malden High School,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,3,4,3,3,3,3,3,2,3,4,4,4,4,4,2,2,2,2,3,1,1,1,2,3,3,0,4,3,4,4,4,12,3,3,2,2,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
1,R_55yZetmzakKh4mR,TRUE,7,2,0,1,0,0,0,0,0,,11,20,687,0,476,Malden High School,4,4,2,4,4,4,4,4,4,4,4,4,7,7,8,7,7,4,8,8,8,3,4,3,3,4,4,4,3,4,4,4,4,4,2,3,3,3,3,3,2,2,1,2,3,3,0,4,3,3,4,4,12,4,4,3,2,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
0,R_2tmWW9ZnbOrGzRq,TRUE,5,2,0,1,0,0,0,0,0,,10,Chinese,687,1,402,,4,4,4,4,4,4,4,4,3,4,3,,,,,,,,,,,4,4,3,4,4,3,3,4,4,4,4,4,4,2,2,3,3,3,2,1,1,2,2,3,3,0,4,4,1,3,4,10,3,4,3,2,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
1,R_2CBaDmY5lDcZLBf,TRUE,6,2,0,1,0,0,0,0,0,,10,16,687,1,402,,3,3,3,2,3,3,3,3,3,3,3,4,4,4,4,4,4,7,7,7,4,4,4,4,4,4,4,3,3,3,5,5,5,5,4,3,3,3,3,2,2,2,2,3,3,3,0,5,4,2,3,3,9,4,3,3,2,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
0,R_71KEbxqDjgWRgEV,FALSE,6,1,0,1,0,0,0,0,0,,11,Chinese / Cantonese ,687,1,476,Malden high school ,4,4,1,3,4,4,4,4,3,3,4,,,,,,,,,,,4,4,2,4,4,3,2,1,5,4,4,4,4,4,3,3,3,3,3,3,2,3,2,3,3,1,4,4,4,4,4,10,3,3,3,3,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
0,R_24zNQfcEoZUb1Wa,TRUE,8,4,0,1,0,0,0,0,0,,13,English ,687,0,476,Mystic Valley Regional Charter School,4,3,2,3,4,4,4,4,3,3,4,,,,,,,,,,,4,3,4,4,4,2,2,5,5,4,5,1,1,2,3,1,2,2,1,1,1,1,2,3,3,0,3,4,3,3,4,10,2,5,2,1,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
1,R_22DDRk0YvhGsTia,TRUE,8,4,0,1,0,0,0,0,0,,13,20,687,0,476,Malden: Mystic Valley Regional Charter School,4,4,1,3,4,4,4,4,3,4,4,4,7,4,7,8,4,7,8,8,8,3,3,2,4,3,3,2,4,5,4,4,2,2,2,3,1,2,2,1,2,1,1,2,3,3,0,3,3,4,4,4,11,3,5,2,1,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
0,R_0cQikS1GAnbBmGR,TRUE,6,2,0,1,0,0,0,0,0,,11,Mandarin,687,1,455,,2,2,3,2,3,3,3,3,2,3,3,,,,,,,,,,,4,4,3,3,4,2,3,3,3,2,4,2,2,2,1,3,3,3,3,3,3,3,3,3,3,0,3,4,2,2,3,8,3,3,3,3,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
1,R_28FYts8GPskOl8M,TRUE,6,2,0,1,0,0,0,0,0,,11,26,687,1,455,,3,3,2,3,4,4,4,3,4,4,2,4,4,4,4,4,1,4,8,7,7,4,4,3,3,4,2,3,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,0,2,4,3,3,4,10,3,3,3,2,2,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
1,R_2thcbbNXKxVvGBg,TRUE,9,1,0,1,0,0,0,0,0,,13,19,687,1,476,Braintree High School,3,3,2,3,4,4,4,4,4,4,4,1,7,4,7,7,7,7,7,7,7,3,3,2,3,3,2,1,4,4,1,1,2,4,4,2,2,2,2,1,1,1,2,2,3,3,1,1,3,3,3,4,12,2,4,2,1,3,1,Asian Community Development Corporation (Chinatown),60935,116,16,0
0,R_2VJCAPnCqgQT3b1,TRUE,9,1,0,1,0,0,0,0,0,,13,Chinese Thaishanese,687,1,476,Braintree Highschool,3,3,2,3,3,3,3,3,3,3,4,,,,,,,,,,,3,3,2,3,4,2,2,4,4,4,1,2,2,2,2,2,2,2,3,3,2,3,2,3,3,1,2,3,3,3,3,10,2,4,2,3,3,1,Asian Community Development Corporation (Chinatown),60935,116,16,0
0,R_3hm88coIsMkNPDE,FALSE,8,2,0,1,0,0,0,0,0,,13,Cantonese and Vietnamese,687,0,476,Mystic Valley Regional Charter School,4,3,1,4,4,4,4,4,3,4,4,,,,,,,,,,,4,3,2,3,3,3,2,2,5,4,2,1,2,2,3,3,3,3,2,2,2,2,2,3,3,0,2,3,4,4,4,11,3,4,3,2,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
0,R_1CHdb6uGBhm8vUg,TRUE,7,1,0,1,0,0,0,0,0,,11,Mandarin,687,1,402,,3,3,2,3,4,4,4,4,3,3,4,,,,,,,,,,,4,4,3,4,3,3,3,3,3,4,4,5,4,4,2,3,2,2,2,2,2,2,2,3,2,1,4,4,3,3,4,10,3,3,2,2,2,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
1,R_2SDjUMqZQkl7a0o,TRUE,7,1,0,1,0,0,0,0,0,,11,26,687,1,402,,4,4,2,3,4,4,4,4,3,3,4,7,7,7,7,7,4,4,8,8,8,3,3,3,3,3,3,2,3,3,4,4,4,2,2,2,3,2,2,2,2,2,2,2,3,3,1,4,3,3,4,4,10,3,3,2,2,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
0,R_2Yx0h2DzbwZoI3y,TRUE,5,2,0,1,0,0,0,0,0,,10,Taishanese ,687,0,476,Malden High School,3,3,2,3,3,3,3,3,2,3,4,,,,,,,,,,,3,4,3,3,3,3,3,4,4,4,4,2,2,4,2,2,2,2,2,2,2,2,2,3,3,0,3,3,3,3,3,9,3,4,2,2,3,0,Asian Community Development Corporation (Chinatown),60935,116,16,0
